"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"education","AEDC","madipge-aedc-d-domain-2009","LBOTE","integer",20,0,0,2,"0 / 0 / 0 / 1 / 1","0; 1","matched PLIDA variable metadata","Whether the child has a language background other than English, derived by the AEDC rather than asked of the teacher. It is the third and b…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","LOWTOTAL","integer",20,2,10,4,"0 / 0 / 0 / 1 / 4","0; 1; 2; 4","matched PLIDA variable metadata","A count, from zero to five, of the developmental domains on which the child scored in the bottom tenth of the 2009 national distribution. T…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","OT5","integer",20,2,10,2,"0 / 0 / 0 / 1 / 1","0; 1","matched PLIDA variable metadata","The AEDC's national strengths measure: a yes/no indicator that the child was developmentally on track on every one of the five domains. The…","madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","","",""
"education","AEDC","madipge-aedc-d-domain-2009","PHYS","numeric",20,2,10,18,"3.89180 / 6.73952 / 7.21825 / 7.94538 / 9.83860","3.8918; 5.7566; 6.2009; 6.3187; 6.7206; 6.7963; 6.883; 7.0963; 7.1514; 7.2851; 7.557; 7.6826; 7.7983; 7.9944; 8.383; 9.3847; 9.7883; 9.8386","matched PLIDA variable metadata","The child's score on the physical health and wellbeing domain, built from the teacher's answers about gross and fine motor skills, physical…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","PHYSCATEGORY","integer",20,2,10,3,"1.00 / 2.25 / 3.00 / 3.00 / 3.00","1; 2; 3","matched PLIDA variable metadata","Which band of the 2009 national distribution the child's physical health and wellbeing score falls into: 1 is ""0 to 10th percentile"", 2 is …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","PHYSVALID","integer",20,0,0,2,"0 / 1 / 1 / 1 / 1","0; 1","matched PLIDA variable metadata","Says whether the child's physical health and wellbeing score should be used at all. The dictionary defines 1 as a child who ""does not have …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","REMOTENESS","character",20,0,0,5,"Major Cities of Australia=13; Inner Regional Australia=4; Outer Regional Australia=1; Remote Australia=1; Very Remote Australia=1","Inner Regional Australia; Major Cities of Australia; Outer Regional Australia; Remote Australia; Very Remote Australia","matched PLIDA variable metadata","The name of the ABS remoteness class for the child's home address - Major Cities, Inner Regional, Outer Regional, Remote or Very Remote. Th…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","REMOTENESSCODE","integer",20,0,0,5,"1 / 1 / 1 / 2 / 5","1; 2; 3; 4; 5","matched PLIDA variable metadata","The ABS remoteness class of the child's home address, held as a two-digit code whose first digit is the state. The dictionary's metadata gi…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SCHOOLSTATE","character",20,0,0,5,"NSW=8; QLD=4; VIC=4; WA=3; SA=1","NSW; QLD; SA; VIC; WA","matched PLIDA variable metadata","The state or territory of the school whose teacher completed the instrument for this child, assigned on the school's location. The dictiona…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SCHOOLTYPE","character",20,0,0,3,"G=13; I=5; C=2","C; G; I","matched PLIDA variable metadata","The sector of the school the child was attending in their first year of full-time school, as governance rather than as funding. The diction…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SEIFACATEGORY","integer",20,0,0,4,"1 / 1 / 2 / 4 / 5","1; 2; 4; 5","matched PLIDA variable metadata","The national disadvantage quintile of the small area the child lives in, which the dictionary states as ""SEIFA – IRSD category (quintile) w…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SEIFADECILE","integer",20,0,0,7,"1 / 2 / 4 / 8 / 9","1; 2; 3; 4; 7; 8; 9","matched PLIDA variable metadata","The national disadvantage decile of the small area the child lives in, given by the dictionary as ""SEIFA – IRSD decile within Australia"", a…","madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SOC","numeric",20,2,10,18,"3.59600 / 5.67165 / 6.49390 / 7.19042 / 8.84770","3.596; 5.184; 5.4223; 5.4916; 5.5617; 6.0015; 6.2439; 6.2881; 6.4608; 6.527; 6.8716; 6.9897; 6.9931; 7.2562; 7.434; 7.574; 8.8275; 8.8477","matched PLIDA variable metadata","The child's social competence score, one of the five AEDC domain scores a teacher's instrument responses are reduced to. The dictionary sta…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SOCCATEGORY","integer",20,2,10,3,"1.00 / 2.25 / 3.00 / 3.00 / 3.00","1; 2; 3","matched PLIDA variable metadata","Where the child's social competence score sits against the fixed 2009 national cut-offs, banded into four percentile ranges. The dictionary…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SOCVALID","integer",20,0,0,2,"0 / 1 / 1 / 1 / 1","0; 1","matched PLIDA variable metadata","Whether this child's social competence result may be used, which the dictionary states as being ""To identify the validity of the child's re…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SPECIALNEEDS","integer",20,0,0,2,"0 / 0 / 0 / 0 / 1","0; 1","matched PLIDA variable metadata","Whether the teacher recorded the child as having special needs status when completing the instrument. The Data Guidelines define the term a…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","STATE","character",20,0,0,5,"NSW=8; QLD=4; VIC=4; WA=3; SA=1","NSW; QLD; SA; VIC; WA","matched PLIDA variable metadata","The state or territory the child lives in, given by the dictionary as ""The state or territory in which the child resides"" and derived rathe…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","SYNTHETIC_AEUID","character",20,0,0,20,"E1EE6000002E=1; E1EE6000002F=1; E1EE60000035=1; E1EE60000092=1; E1EE600000BC=1; E1EE600000D1=1; E1EE600000D6=1; E1EE6000010F=1","E1EE6000002E; E1EE6000002F; E1EE60000035; E1EE60000092; E1EE600000BC; E1EE600000D1; E1EE600000D6; E1EE6000010F; E1EE6000011E; E1EE60000125; E1EE60000128; E1EE60000135; E1EE6000013D; E1EE6000014A; E1EE6000014F; E1EE60000151; E1EE6000015C; E1EE600001C1; E1EE600001DB; E1EE600001EA","matched PLIDA variable metadata","The person key that ties a child's AEDC record to the rest of PLIDA, and the reason the collection is in this asset at all. Within AEDC it …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (30 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","TMSCH","integer",20,0,0,1,"0 / 0 / 0 / 0 / 0","0","matched PLIDA variable metadata","Whether the child had been in class for less than one month when the instrument was started, and if so whether the teacher went on to fill …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","VALIDDOMAINS","integer",20,0,0,2,"0 / 5 / 5 / 5 / 5","0; 5","matched PLIDA variable metadata","How many of the five AEDC domains yielded a usable score for this child, which the dictionary gives as being ""To identify the number of dom…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","VALIDINSTRUMENT","integer",20,0,0,2,"0 / 1 / 1 / 1 / 1","0; 1","matched PLIDA variable metadata","Whether this child's completed instrument counts as valid for AEDC reporting, set from the number of domains that produced a score. The dic…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2009","YEAR","integer",20,0,0,1,"2009 / 2009 / 2009 / 2009 / 2009","2009","matched PLIDA variable metadata","The collection year of the AEDC cycle the row belongs to, defined by the dictionary as ""The year in which the AvEDI was completed"". Because…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (30 products)","Financial year","4 digit numeric","2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;200…"
"education","AEDC","madipge-aedc-d-domain-2012","A1","integer",13,0,0,3,"1 / 1 / 1 / 1 / 4","1; 2; 4","matched PLIDA variable metadata","How much school the child had missed since the start of the school year, banded, as the teacher reported it on the AvEDI. The dictionary de…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A10","integer",13,0,0,4,"1 / 2 / 3 / 3 / 88","1; 2; 3; 88","matched PLIDA variable metadata","The teacher's rating of how well the child manages stairs, used in the AvEDI as a gross motor observation. The dictionary gives the purpose…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A11","integer",13,0,0,3,"1 / 1 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of how much energy the child sustains across the school day. The instrument asks ""How would you rate this child's leve…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A12","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's overall impression of the child's physical development, asked as a single summary judgement rather than a specific skill. The…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A13","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of the child's day-to-day personal hygiene, on the same three-point scale as A8 to A12. It is the last of the twelve i…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A1A","integer",13,0,0,2,"0 / 0 / 0 / 0 / 1","0; 1","matched PLIDA variable metadata","Whether any of the child's absence this school year was for family or cultural reasons, in the teacher's judgement. The dictionary's purpos…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A1B","integer",13,0,0,2,"0 / 0 / 0 / 1 / 1","0; 1","matched PLIDA variable metadata","Whether any of the child's absence this school year was put down to illness or injury. The dictionary describes it as ""A variable to identi…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A1C","integer",13,0,0,1,"0 / 0 / 0 / 0 / 0","0","matched PLIDA variable metadata","Whether any of the child's absence this school year had a reason the school knew about that was neither health nor family or cultural oblig…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A1D","integer",13,0,0,1,"0 / 0 / 0 / 0 / 0","0","matched PLIDA variable metadata","Whether any of the child's absence this school year was never explained to the school. The dictionary describes it as ""A variable to identi…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A2","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child has turned up to school over- or under-dressed more than once this year, in the teacher's judgement. The instrument asks …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A3","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child has arrived too tired or too sick to do schoolwork more than once this year. The instrument combines the two states in on…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A3A","integer",13,4,30.7692,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether tiredness in particular is behind a yes on A3, asked only of children whose teacher already said they arrived too tired or too sick…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A3B","integer",13,4,30.7692,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether sickness in particular is behind a yes on A3, asked only of children whose teacher already said they arrived too tired or too sick.…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A4","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child has arrived at school hungry more than once this year, in the teacher's judgement. The dictionary's purpose is ""To identi…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A4A","integer",13,0,0,2,"0 / 0 / 0 / 0 / 1","0; 1","matched PLIDA variable metadata","Whether the child attends a breakfast club run by the school or the community. The dictionary describes it as a ""Variable to indicate if th…","madipge-aedc-d-core-2018 | madipge-aedc-d-core-2021 | madipge-aedc-d-core-2024","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A5","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can manage the toilet on their own most of the time, in the teacher's judgement. The instrument asks ""Would you say this …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A6","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child has settled on one hand rather than swapping, in the teacher's judgement. The instrument asks ""Would you say this child s…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A7","integer",13,0,0,3,"1 / 2 / 2 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the child moves around without bumping into or tripping over things, in the teacher's judgement. The instrument spells the criterio…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A8","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of how well the child holds a pen, crayon or brush. The dictionary gives the purpose as ""To rate how well the child ho…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","A9","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of how well the child handles objects, on the same three-point scale as A8, A10, A11, A12 and A13. The instrument asks…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","AGECUT","integer",13,0,0,3,"0 / 0 / 1 / 2 / 2","0; 1; 2","matched PLIDA variable metadata","The coarsest numeric grouping of the child's age, splitting the cohort into under five, five, and six or older. The dictionary marks it as …","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","AGEGROUP3TO7","integer",13,0,0,3,"4 / 4 / 5 / 6 / 6","4; 5; 6","matched PLIDA variable metadata","The child's age in completed years at the time the teacher filled in the instrument, held as a plain integer from 3 to 7. It is the numeric…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","AGEINMONTHS","integer",13,0,0,11,"51 / 56 / 68 / 78 / 82","51; 52; 56; 57; 67; 68; 70; 71; 78; 81; 82","matched PLIDA variable metadata","The child's age in whole months when the teacher completed the instrument, and the finest age measure on the AEDC file. The dictionary mark…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","ATSI","integer",13,0,0,2,"0 / 0 / 0 / 0 / 1","0; 1","matched PLIDA variable metadata","Whether the child is recorded as being of Aboriginal or Torres Strait Islander origin, the gate on every other item in the AEDC Indigenous …","madipge-aedc-d-indigenous-2009 | madipge-aedc-d-indigenous-2012 | madipge-aedc-d-indigenous-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","ATSITYPE","integer",13,0,0,2,"1 / 4 / 4 / 4 / 4","1; 4","matched PLIDA variable metadata","Which Indigenous origin the child is recorded as having, asked only where ATSI on the same row is yes. The dictionary states the filter as …","madipge-aedc-d-indigenous-2009 | madipge-aedc-d-indigenous-2012 | madipge-aedc-d-indigenous-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B1","integer",13,0,0,3,"1 / 2 / 3 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","The teacher's rating of how effectively the child uses English, asked as ""How would you rate this child's ability to use language effective…","madipge-aedc-d-core-2009 | madipge-aedc-d-core-2012 | madipge-aedc-d-core-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B10","integer",13,0,0,3,"1 / 1 / 2 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the child shows curiosity about printed material, asked as ""Would you say this child is interested in reading (inquisitive/curious …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B11","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can name at least some letters of the alphabet, the first rung of the literacy ladder in the AvEDI. The instrument asks ""…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B12","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can attach sounds to letters, the phonics step between recognising letters in B11 and reading words in B15. The dictionar…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B13","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child notices that words rhyme, asked as ""Would you say this child is showing awareness of rhyming words"". Rhyme awareness is t…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B14","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can take part in group reading activities, the only item in the literacy block that is about behaviour in a group rather …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B15","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can read simple words, the first of three items that step up in difficulty through B16 for complex words and B17 for simp…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B16","integer",13,0,0,3,"1 / 1 / 2 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the child can read complex words, the middle rung between simple words in B15 and simple sentences in B17. The dictionary's purpose…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B17","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can read simple sentences, the top of the three reading items in the AvEDI. The dictionary's data element description rea…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B18","integer",13,0,0,3,"1 / 1 / 2 / 2 / 88","1; 2; 88","matched PLIDA variable metadata","Whether the child plays with writing tools, the first of the writing items that run through to B23. The dictionary's purpose is ""To identif…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B19","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child knows which way English is written on a page, asked as ""Would you say this child is aware of writing directions in Englis…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B2","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's rating of how well the child listens in English, one of the eight items behind the communication skills and general knowledge d…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B20","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child writes of their own accord rather than only when the teacher asks. The dictionary gives the instrument wording as ""Would …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B21","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can write their own name in English. The dictionary's purpose statement is ""To identify if the child is able to write the…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B22","integer",13,0,0,2,"1 / 2 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can write simple words, the step between writing a name in B21 and writing sentences in B23. The dictionary gives the wor…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B23","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can write simple sentences, the most advanced of the four writing items in the language and cognitive skills domain. The …","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B24","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child is able to remember things easily. The dictionary's purpose is ""To identify if the child is able to reme…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B25","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child is interested in mathematics. The dictionary describes it as a ""Variable to indicate if the child is int…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B26","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the teacher says the child is interested in games that involve numbers. The dictionary's purpose is ""To identify if the child is in…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B27","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can sort and classify objects by a shared characteristic. The dictionary gives the instrument wording as ""Would you say t…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B28","integer",13,0,0,2,"1 / 1 / 1 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can use one-to-one correspondence, that is, match each object in a set to exactly one other object or number word. The di…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B29","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can count to twenty. The dictionary's purpose is ""To identify if the child is able to count to twenty"", asked as a yes or…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B3","integer",13,0,0,3,"1 / 2 / 2 / 3 / 3","1; 2; 3","matched PLIDA variable metadata","A teacher's rating of the child's ability to tell a story, scored into the communication skills and general knowledge domain. The dictionar…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
"education","AEDC","madipge-aedc-d-domain-2012","B30","integer",13,0,0,2,"1 / 1 / 2 / 2 / 2","1; 2","matched PLIDA variable metadata","Whether the child can recognise the written numerals one to ten. The dictionary describes it as a ""Variable to indicate if the child recogn…","madipge-aedc-d-domain-2009 | madipge-aedc-d-domain-2012 | madipge-aedc-d-domain-2015 | ... (6 products)","","",""
