"source_file","logical_output","dataset","variable","finding_type","severity","matched_values","example","detail"
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_12.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_12","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-11-17","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_12.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_12","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-12-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_2.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_2","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-02-21","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_2.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_2","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-01-02","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_2.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_2","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-02-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_3.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_3","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-03-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_3.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_3","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-01-31","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_3.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_3","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-03-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_4.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_4","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-04-21","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_4.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_4","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-03-02","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_4.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_4","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_5.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_5","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-05-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_5.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_5","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_5.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_5","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-05-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_6.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_6","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-06-21","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_6.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_6","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-05-02","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_6.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_6","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-06-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_7.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_7","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-07-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_7.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_7","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-06-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_7.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_7","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-07-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_8.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_8","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-08-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_8.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_8","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-07-02","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_8.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_8","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-08-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_9.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_9","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-09-21","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_9.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_9","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-08-02","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_9.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_9","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-09-01","All parseable dates fall in 2024; verify the source reference period."
"ha-travellers/madipge-mig-d-travellers-2006-current--madip_ge_mig_travellers_2024q1.parquet","madipge-mig-d-travellers-2006-current--madip_ge_mig_travellers_2024q1","TRAVELLERS","DURATION_MOVEMENT_DATE","generic_2024_date_range","warning",100,"2024-01-01","All parseable dates fall in 2024; verify the source reference period."
"ha-travellers/madipge-mig-d-travellers-2006-current--madip_ge_mig_travellers_2024q2.parquet","madipge-mig-d-travellers-2006-current--madip_ge_mig_travellers_2024q2","TRAVELLERS","DURATION_MOVEMENT_DATE","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"ncver-tva/madipge-tva-d-prog-comp-core-2024/part-000.parquet","madipge-tva-d-prog-comp-core-2024","TVA","COLLECTION_YR","generic_fixed_year","warning",1,"2024","All non-missing year values use the lightweight fallback year."
"ncver-tva/madipge-tva-d-prog-comp-core-2024/part-000.parquet","madipge-tva-d-prog-comp-core-2024","TVA","DATE_PROGRAM_COMPLETED","generic_2024_date_range","warning",1,"2024-11-16","All parseable dates fall in 2024; verify the source reference period."
"ncver-tva/madipge-tva-d-prog-comp-core-2024/part-000.parquet","madipge-tva-d-prog-comp-core-2024","TVA","YR_PROGRAM_COMPLETED","generic_fixed_year","warning",1,"2024","All non-missing year values use the lightweight fallback year."
"ncver-tva/madipge-tva-d-trn-actvty-core-2024/part-000.parquet","madipge-tva-d-trn-actvty-core-2024","TVA","COLLECTION_YR","generic_fixed_year","warning",20,"2024","All non-missing year values use the lightweight fallback year."
"ncver-tva/madipge-tva-d-trn-actvty-core-2024/part-000.parquet","madipge-tva-d-trn-actvty-core-2024","TVA","ACTIVITY_START_DATE","generic_2024_date_range","warning",20,"2024-01-12","All parseable dates fall in 2024; verify the source reference period."
"ncver-tva/madipge-tva-d-trn-actvty-core-2024/part-000.parquet","madipge-tva-d-trn-actvty-core-2024","TVA","ACTIVITY_END_DATE","generic_2024_date_range","warning",20,"2024-02-29","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_1.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_1","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-01-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_2.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_2","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_3.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_3","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-07-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_4.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_familyoutcomes_2024_4","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-10-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_1.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_1","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-01-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_2.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_2","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_3.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_3","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-07-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_4.parquet","madipge-ndis-exp-d-outcomes-13-current--ndis_participantoutcomes_2024_4","NDIS","SFOF_DT","generic_2024_date_range","warning",100,"2024-10-01","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_2.parquet","madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_2","NDIS","SUPPENDDTADJ","generic_2024_date_range","warning",100,"2024-03-18","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_3.parquet","madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_3","NDIS","SUPPENDDTADJ","generic_2024_date_range","warning",100,"2024-06-17","All parseable dates fall in 2024; verify the source reference period."
"ndia-ndis/madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_4.parquet","madipge-ndis-exp-d-payments-13-current--ndis_payments_2024_4","NDIS","SUPPENDDTADJ","generic_2024_date_range","warning",100,"2024-09-16","All parseable dates fall in 2024; verify the source reference period."
"rbdm-deaths/madipge-death-d-cause-of-death-2024--cause_of_death_2024_prelim.parquet","madipge-death-d-cause-of-death-2024--cause_of_death_2024_prelim","DEATHS","DEATH_YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"rbdm-deaths/madipge-death-d-cause-of-death-2024--cause_of_death_2024_prelim.parquet","madipge-death-d-cause-of-death-2024--cause_of_death_2024_prelim","DEATHS","REF_YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"rbdm-deaths/madipge-death-d-cause-of-death-2024--geography_field_updates_2024.parquet","madipge-death-d-cause-of-death-2024--geography_field_updates_2024","DEATHS","REF_YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"rbdm-deaths/madipge-death-d-cause-of-death-2024/part-000.parquet","madipge-death-d-cause-of-death-2024","DEATHS","YEAR_OF_DEATH","generic_fixed_year","warning",2,"2024","All non-missing year values use the lightweight fallback year."
"rbdm-deaths/madipge-death-d-cause-of-death-2024/part-000.parquet","madipge-death-d-cause-of-death-2024","DEATHS","REFERENCE_YEAR","generic_fixed_year","warning",2,"2024","All non-missing year values use the lightweight fallback year."
"sa-mcd/madipge-mcd-d-enrolments-06-current--mcd_0624_address.parquet","madipge-mcd-d-enrolments-06-current--mcd_0624_address","MCD","END_DATE","generic_2024_date_range","warning",100,"2024-06-17","All parseable dates fall in 2024; verify the source reference period."
"sa-mcd/madipge-mcd-d-enrolments-06-current--mcd_0624_address.parquet","madipge-mcd-d-enrolments-06-current--mcd_0624_address","MCD","START_DATE","generic_2024_date_range","warning",100,"2024-06-01","All parseable dates fall in 2024; verify the source reference period."
