"dataset","variable","official_product","official_table","logical_output","determination","exact_rationale","evidence_source","caveat"
"AEDC","SOC_1_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_2",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_2_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_3",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_3_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_4",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","SOC_4_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_4_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","STATEELECTORATE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits STATEELECTORATE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","STATEELECTORATECODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits STATEELECTORATECODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AIR","CCNTRPRV",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","CNTRNDCTN_TSP",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","COBJNPRV",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","CONTRNUM",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","ENDREAS",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","EPSREAS",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","LCTN_TYP_CD",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","PRVDR_PRCTC_TYP_GRP",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","PRVTYPE",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","RECTYP",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","SCHOOLID",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"AIR","VACCINE",,,,"typed_missing_unpublished_air_codeframe","The public PLIDA data item list names the field but does not publish the AIR provider, practice, event, record, school, or vaccine-product codeframe required to create a valid value.","PLIDA data item list; R/generate_air.R; src/rust/src/air.rs; tests/testthat/test-generate-air-canonical-values.R","Antigen and event fields are populated separately. No private AIR code is inferred."
"ATO_CR","POSTALTYPE",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/person-level-integrated-data-asset-plida","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"ATO_MCS","GEOCODED_INDEX",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://softwaredevelopers.ato.gov.au/MCSspecification","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"CENSUS","EMPCD",,,,"typed_missing_no_authoritative_code_map","Retain a typed character missing value until an authoritative mapping between the 10 Empowered Communities regions and the four-character EMPC microdata codes is published or supplied.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/Data%20item%20list%20-%202021%20Census%20detailed%20microdata_18052023.xlsx | https://www.abs.gov.au/statistics/people/aboriginal-and-torres-strait-islander-peoples/census-population-and-housing-counts-aboriginal-and-torres-strait-islander-australians/latest-release","The official 2021 detailed-microdata workbook establishes a four-character field, and ABS names 10 regions, but neither source publishes the exact four-character region-code crosswalk. No code is invented."
"CENSUS","EMPCP",,,,"typed_missing_no_authoritative_code_map","Retain a typed character missing value until an authoritative mapping between the 10 Empowered Communities regions and the four-character EMPC microdata codes is published or supplied.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/Data%20item%20list%20-%202021%20Census%20detailed%20microdata_18052023.xlsx | https://www.abs.gov.au/statistics/people/aboriginal-and-torres-strait-islander-peoples/census-population-and-housing-counts-aboriginal-and-torres-strait-islander-australians/latest-release","The official 2021 detailed-microdata workbook establishes a four-character field, and ABS names 10 regions, but neither source publishes the exact four-character region-code crosswalk. No code is invented."
"CGT","M_EMPLYEE_SHARE_SCHM_N",,,,"typed_missing_structurally_inapplicable","R/dil_tax_values.R returns NA_character_. The fields apply to company schedules, while project_cgt() emits individual schedules.","R/dil_tax_values.R; R/generate_cgt.R; PLIDA DIL; https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","This determination is correct only for the current person-schedule generator; a future company/trust CGT source must populate the fields."
"CGT","N_DIV149_O",,,,"typed_missing_structurally_inapplicable","R/dil_tax_values.R returns NA_character_. The fields apply to company schedules, while project_cgt() emits individual schedules.","R/dil_tax_values.R; R/generate_cgt.R; PLIDA DIL; https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","This determination is correct only for the current person-schedule generator; a future company/trust CGT source must populate the fields."
"CORE","CTPP","plidage-core-relat-ss-c11-2006-latest","partner_census_2011_v7","plidage-core-relat-ss-c11-2006-latest--partner_census_2011_v7","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"CORE","CTPP","plidage-core-relat-ss-c11-2006-latest","partner_census_2011_v8","plidage-core-relat-ss-c11-2006-latest--partner_census_2011_v8","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"CORE","CTPP","plidage-core-relat-ss-c16-2006-latest","partner_census_2016_v7","plidage-core-relat-ss-c16-2006-latest--partner_census_2016_v7","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"CORE","CTPP","plidage-core-relat-ss-c16-2006-latest","partner_census_2016_v8","plidage-core-relat-ss-c16-2006-latest--partner_census_2016_v8","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"CORE","CTPP","plidage-core-relat-ss-c21-2006-latest","partner_census_2021_v7","plidage-core-relat-ss-c21-2006-latest--partner_census_2021_v7","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"CORE","CTPP","plidage-core-relat-ss-c21-2006-latest","partner_census_2021_v8","plidage-core-relat-ss-c21-2006-latest--partner_census_2021_v8","typed_missing_structurally_inapplicable","CTPP is a child-type field. It is populated for parent-child records and is structurally inapplicable in the six partner-only canonical tables.","PLIDA data item list; R/dil_core_values.R; tests/testthat/test-dil-core-values.R","Only the partner-table occurrences are allowed to remain missing."
"DEX","ADDRESSSTATUSCODE",,,,"typed_missing_unpublished_internal_codeframe","No public DEX field codeframe supports these codes. Keep typed missing when no source value exists.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DEX","CLIENTADDSOURCEVALIDCOD",,,,"typed_missing_unpublished_internal_codeframe","No public DEX field codeframe supports these codes. Keep typed missing when no source value exists.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DEX","NAME",,,,"typed_missing_unpublished_internal_codeframe","Some labels are local examples. Keep typed missing when no source value exists.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DEX","PRIORITYGRP",,,,"typed_missing_unpublished_internal_codeframe","No public field codeframe supports this local list. Keep typed missing when no source value exists.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ACTV_PRTCPN_CODE",,,,"typed_missing_unpublished_internal_codeframe","DSS has not published the PLIDA field codeframe. Keep typed missing when no source value exists.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ADDR_PRTY",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms the priority scale.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ADDR_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these address codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ADR_TYP",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these address codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","AGE_GROUP",,,,"typed_missing_unpublished_internal_codeframe","The age cut-points are local. Keep typed missing until the released bin definition is sourced.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","The local generator supports these values. A public DOMINO field codeframe was not found.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","BEN_TYPE",,,,"typed_missing_unpublished_internal_codeframe","Many codes resemble payment mnemonics. Their PLIDA field equivalence is not publicly verified.","R/generate_domino.R; inst/foundations/domino.toml; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","BEN_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","Many codes resemble payment mnemonics. Their PLIDA field equivalence is not publicly verified.","R/generate_domino.R; inst/foundations/domino.toml; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","BUS_DLY_INC_REAL_ESTATE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The indicator coding and 8 percent rate are local.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CARD_ANY",,,,"typed_missing_unpublished_internal_codeframe","The concept is plausible. The exact coding and rate are not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CARD_HEALTH_CARE_ECH",,,,"typed_missing_unpublished_internal_codeframe","The concept is plausible. The exact coding and rate are not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CARD_HEALTH_CARE_FST",,,,"typed_missing_unpublished_internal_codeframe","The concept is plausible. The exact coding and rate are not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CDEP_FREQ_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms FTN for this field.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CHNL",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these channel codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CMPNT_TYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these component codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CMTY_CODE",,,,"typed_missing_unpublished_internal_codeframe","The DIL does not prove that CMTY_CODE is an SA2 code. The helper now omits that fallback.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CODE_TYPE",,,,"typed_missing_unpublished_internal_codeframe","DOMINO_MED_GROUP and IMPAIRMENT are local type labels. Keep typed missing without a source value.","R/generate_domino.R; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CODE_VALUE",,,,"typed_missing_unpublished_internal_codeframe","ICD-10 examples are real codes. The complete field-level pairing is not verified.","R/generate_domino.R; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","CONCESSION",,,,"typed_missing_unpublished_internal_codeframe","The codes are plausible card mnemonics. Their DOMINO field equivalence is not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","COURSE_LVL",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms this education crosswalk.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","COURSE_TYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these course codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","COURSE_TYPE_DESC",,,,"typed_missing_unpublished_internal_codeframe","The labels are coherent with local codes but are not source-verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","DVA_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these DVA income codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","END_REASON_CODE",,,,"typed_missing_unpublished_internal_codeframe","The local codes are not confirmed for every table that uses this variable name.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","END_RSN",,,,"typed_missing_unpublished_internal_codeframe","The local generator supports these values. A public field codeframe was not found.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","END_RSN_CODE",,,,"typed_missing_unpublished_internal_codeframe","The local generator supports these values. A public field codeframe was not found.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ENT_TYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these entitlement codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","FREQ_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms FTN for this field.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","FTBA_BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these benefit-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","FTBA_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The code is a local mnemonic. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","FTBB_BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these benefit-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","FTBB_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The code is a local mnemonic. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","HSE_ACCOM_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these accommodation codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","HSE_HO_CODE",,,,"typed_missing_unpublished_internal_codeframe","The helper preserves the local generator domain. A public field codeframe was not found.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","HSE_RENT_TYPE",,,,"typed_missing_unpublished_internal_codeframe","The relation is internally coherent. The codes are not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","IMPRMT_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table defines the scale meaning.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","INST_TYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these institution codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ISP_BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these benefit-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ISP_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The codes resemble payment mnemonics. Their field-level equivalence is not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","LVL_ATTAINED",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms this education crosswalk.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","LVL_ATTAINED_DESC",,,,"typed_missing_unpublished_internal_codeframe","The labels are coherent with local codes but are not source-verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","MAN_CODE",,,,"typed_missing_unpublished_internal_codeframe","The DIL description does not define the code meaning or rate.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","MED_PRMY_GRP",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms the medical-group abbreviations.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","MED_SCNDRY_GRP",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms the medical-group abbreviations.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","NSPP_PRCPL_CARER_RSN_CODE",,,,"typed_missing_unpublished_internal_codeframe","The codes are locally inferred. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","POSTALTYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these address codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","REASON_CODE",,,,"typed_missing_unpublished_internal_codeframe","The variable occurs in several tables. One local domain may not fit every table.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","REL_CODE",,,,"typed_missing_unpublished_internal_codeframe","The table logic is coherent. A public relationship codeframe was not found.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","REL_QUAL_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these relationship qualifiers.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
