"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","DIAGNOSIS16",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS16 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS16 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS17",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS17 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS17 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS18",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS18 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS18 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS19",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS19 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS19 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS2",1,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS2 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS2 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS20",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS20 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS20 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS21",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS21 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS21 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS22",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS22 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS22 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS23",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS23 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS23 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS24",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS24 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS24 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS25",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS25 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS25 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS26",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS26 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS26 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS27",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS27 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS27 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS28",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS28 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS28 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS29",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS29 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS29 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS30",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS30 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS30 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS31",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS31 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS31 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS32",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS32 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS32 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS4",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS4 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS4 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS5",1,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS5 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS5 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS6",1,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS6 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS6 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS6A",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS6A a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS6A a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS7",3,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS7 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS7 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS8",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS8 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS8 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DIAGNOSIS9",4,"populated","implemented-public-instrument-rule","AEDC rule gives DIAGNOSIS9 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC rule gives DIAGNOSIS9 a cycle-available 0/1 value only within SPECIALNEEDS records.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The label and binary domain are public. Diagnosis prevalence and co-occurrence are synthetic and are not clinical data."
"AEDC","DV1",6,"populated","implemented-public-summary-rule","Exact source sets 1 when one or more complete domains are vulnerable.","Exact source sets 1 when one or more complete domains are vulnerable.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public concept is applied conservatively when all five domains are valid and inherits synthetic category cut-points."
"AEDC","DV2",6,"populated","implemented-public-summary-rule","Exact source sets 1 when two or more complete domains are vulnerable.","Exact source sets 1 when two or more complete domains are vulnerable.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public concept is applied conservatively when all five domains are valid and inherits synthetic category cut-points."
"AEDC","E1",6,"populated","implemented-public-instrument-rule","AEDC rule gives official early-intervention values 0, 1 and 88, conditional on the shared emerging-needs state.","AEDC rule gives official early-intervention values 0, 1 and 88, conditional on the shared emerging-needs state.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is public. Participation rates are synthetic."
"AEDC","E2AY",3,"populated","implemented-exact-source","Exact source uses official conditional preschool codes 1 to 3; structural non-applicability remains missing.","Exact source uses official conditional preschool codes 1 to 3; structural non-applicability remains missing.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E2BY",3,"populated","implemented-exact-source","Exact source uses official conditional preschool codes 1 to 3; structural non-applicability remains missing.","Exact source uses official conditional preschool codes 1 to 3; structural non-applicability remains missing.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E2Y",3,"populated","implemented-exact-source","Exact source uses official preschool values 1 Yes, 2 No and 88 Don’t know.","Exact source uses official preschool values 1 Yes, 2 No and 88 Don’t know.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3AY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3BY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3CY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3DY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3EY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E3FY",3,"populated","implemented-exact-source","Exact source uses official non-parental-care codes 1 to 4 and 88.","Exact source uses official non-parental-care codes 1 to 4 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E4",3,"populated","implemented-exact-source","Exact source uses official playgroup values 0, 1 and 88.","Exact source uses official playgroup values 0, 1 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E5",6,"populated","implemented-exact-source","Exact source uses official transition-to-school ratings 1 to 3 and 88.","Exact source uses official transition-to-school ratings 1 to 3 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E6",6,"populated","implemented-exact-source","Exact source uses official transition-to-school ratings 1 to 3 and 88.","Exact source uses official transition-to-school ratings 1 to 3 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","E7",6,"populated","implemented-exact-source","Exact source uses official transition-to-school ratings 1 to 3 and 88.","Exact source uses official transition-to-school ratings 1 to 3 and 88.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and conditional structure are exact. Response probabilities are synthetic."
"AEDC","EMOT",6,"populated","implemented-synthetic-domain-score","Exact source supplies a bounded 0 to 10 latent-trait proxy for EMOT.","Exact source supplies a bounded 0 to 10 latent-trait proxy for EMOT.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The range is public. Licensed item weights and the official numeric formula are unavailable, so values are explicitly synthetic proxies."
"AEDC","EMOT_1",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_1_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_2",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_2_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_3",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_3_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_4",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_4_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_4_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names EMOT_4_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOTCATEGORY",6,"populated","implemented-public-category-proxy","Exact source assigns EMOTCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","Exact source assigns EMOTCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Meanings are public. Synthetic normal cut-points replace unavailable official score cut-offs."
"AEDC","EMOTVALID",6,"populated","implemented-public-validity-rule","Exact source sets EMOTVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","Exact source sets EMOTVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public rule operates on synthetic item responses."
"AEDC","ESL",6,"populated","implemented-exact-source","Exact source uses official ESL values 0 or 1 and applies the public conditional skip.","Exact source uses official ESL values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
